0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2/4/2024,2024-02-04 05:36:14.182896+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-04 06:00:00+00:00,AWA,DJ,3,CU,20000,0,6.6,,1.77272934,330.5266821,2.588018031,11.6380176,2.67327324,8.585033,,,,,,,,,,,,,,,,
2/4/2024,2024-02-04 11:38:13.451476+00:00,FALSE,TRUE,43466,43466 - COLOMBO,2024-02-04 12:00:00+00:00,DJ,AWA,3,Cu,20000,0,4.4,,7.146029549,334.4676286,6.775823989,339.702701,4.154352604,20.04961698,6.570327483,26.64040988,,,,,,,,,,,,,,
2/5/2024,2024-02-05 01:23:36.029104+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-05 00:00:00+00:00,DJ,DD,N/,AS,15000,0,0,,5.182669623,50.85188377,2.012015532,53.10382802,3.038408075,88.30923041,4.435868837,61.8902728,5.755099194,30.8667571,6.730653857,23.30578362,6.481607743,29.47825283,7.045148113,69.27726147,,,,,,
2/5/2024,2024-02-05 05:30:04.870454+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-05 06:00:00+00:00,AWA,DD,2,CU,20000,0,0,,2.618225614,24.86621058,3.085972199,49.22863016,3.103852288,50.23792912,4.186342769,89.66070005,,,,,,,,,,,,,,
2/6/2024,2024-02-06 01:57:03.815136+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-06 00:00:00+00:00,DD,DJ,1,CI,20000,0,5,,9.571607687,48.46944001,0.524434155,21.60588844,1.203298155,14.95621565,3.185291675,16.67130324,1.55338084,19.02005419,1.179806075,124.5185221,2.58965759,80.64310417,6.023435347,74.43924343,7.850830279,75.38017816,6.511454479,76.51313927,6.772924719,82.13546647
2/6/2024,2024-02-06 05:54:18.539573+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-06 06:00:00+00:00,JD,DA,3,CU,20000,0,2.6,,3.683989187,81.14779706,2.929419732,47.90672607,3.303598281,48.4741816,2.563830002,144.0142721,4.114118826,136.1071853,4.923241324,136.40158,5.300567747,97.83295675,8.111026085,81.03001556,8.158477258,62.38622663,7.97484353,53.13446296,7.162651222,66.62079702
2/6/2024,2024-02-06 11:45:10.045299+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-06 12:00:00+00:00,DA,NJ,2,CU,20000,0,2.4,,4.22520816,305.455843,3.565531008,333.2284894,2.986765742,27.2789152,5.775974174,31.95701869,5.626700061,54.00134409,5.324486218,87.428833,8.891971985,88.89563354,12.31508043,89.80107464,,,,,,
2/7/2024,2024-02-07 01:19:55.690698+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-07 00:00:00+00:00,ND Alahakoon,WDGK Wanasinghe,10,CU,20000,0,2.4,,2.980610951,76.50340197,2.09145969,178.951085,3.4331251,195.3803229,1.811846682,224.812713,,,,,,,,,,,,,,
2/7/2024,2024-02-07 05:24:47.528190+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-07 06:00:00+00:00,JD Nuwanpriya,AAP Pathiba,3,CU,20000,0,0,,0.72161838,326.0279625,0.973324236,69.50818792,,,,,,,,,,,,,,,,,,
2/8/2024,2024-02-08 01:29:34.967990+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-08 00:00:00+00:00,WW Deepani,AAP Pathiba,2,CI,15000,0,1.2,,2.487601107,77.13097876,1.658002402,160.6799099,5.329926325,57.73828148,12.44178802,62.73216946,15.90587244,66.95525491,18.31709041,65.47788381,14.32135407,75.48913059,16.15983371,75.51593632,,,,,,
2/8/2024,2024-02-08 05:15:02.311606+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-08 06:00:00+00:00,AWA Lakmal,AAP Pathiba,5,CU,15000,0,6.2,,0.824380168,279.7243156,1.107232459,66.89030652,0.246724781,56.73552978,,,,,,,,,,,,,,,,
2/8/2024,2024-02-08 11:40:04.480953+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-08 12:00:00+00:00,RD,AWA,3,Cu,20000,0,4.6,,4.378329495,285.879494,2.506506881,300.9249588,0.624694148,25.51503084,6.397666582,42.94877417,6.017051401,45.25431079,,,,,,,,,,,,
2/9/2024,2024-02-09 01:25:29.984985+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-09 00:00:00+00:00,RD,DJ,,CU,20000,,0,,2.720177961,73.29940588,1.378011142,58.18337167,5.639415367,68.1933487,7.259782015,76.11928865,12.15724832,72.06570174,14.3894263,66.86412463,,,,,,,,,,
2/9/2024,2024-02-09 05:50:41.544681+00:00,FALSE,FALSE,43466,43466 - COLOMBO,2024-02-09 06:00:00+00:00,NJ,AWA,3,Cu,20000,0,3.8,,1.606068564,119.0368583,1.602522874,106.429866,2.610736614,100.624062,5.767287861,92.03405687,13.92583264,75.05964889,16.33985972,64.15605978,,,,,,,,,,
2/10/2024,2024-02-10 02:21:51.551588+00:00,FALSE,TRUE,43466,43466 - COLOMBO,2024-02-10 00:00:00+00:00,NP,ST,2,CU,16000,0,0,,8.515083261,50.52215909,9.983213176,64.35896015,9.015101679,62.93673606,8.395690208,76.30931393,8.91987745,34.95352979,19.01732687,101.6391691,,,,,,,,,,
2/10/2024,2024-02-10 06:33:16.165481+00:00,TRUE,TRUE,43466,43466 - COLOMBO,2024-02-10 06:00:00+00:00,CS,st,5,CU,10000,0,8,,8.821211254,60.27895179,9.729753172,60.72647442,4.888108719,78.87079036,6.210051126,84.55447756,6.363240579,86.71621657,9.125192656,84.86641074,12.33524494,91.85831855,11.09057064,93.03473501,10.03190372,91.50565059,,,,
2/10/2024,2024-02-11 01:06:29.657705+00:00,FALSE,TRUE,43466,43466 - COLOMBO,2024-02-10 12:00:00+00:00,DD Rathnayaka,KBC Sampath,5,Cu,8000,0,4.4,,2.769007604,212.6538928,3.280490637,8.606043302,3.953911286,61.23811742,7.51824688,56.31082711,7.516764859,58.51105478,6.972256598,82.20877385,,,,,,,,,,
2/11/2024,2024-02-11 01:25:51.319966+00:00,FALSE,TRUE,43466,43466 - COLOMBO,2024-02-11 00:00:00+00:00,DD,ST,0,CU,10000,0,0,,4.756067677,51.90381764,3.572561531,57.94781138,0.394095488,270.9369553,3.794610186,223.2389593,3.015772934,353.0271915,10.71675984,118.1644898,11.23096444,92.25922673,,,,,,,,
2/11/2024,2024-02-11 06:14:43.941157+00:00,TRUE,FALSE,43466,43466 - COLOMBO,2024-02-11 06:00:00+00:00,CS,DD,5,0,10000,0,1,,7.820094978,56.62603736,8.69533162,56.82365756,6.508341504,46.11007005,3.974570212,49.57924146,4.548562523,194.111326,4.17776236,344.9577166,7.406171587,92.67061587,9.5241624,90.43361573,12.42122264,99.11159628,9.345300227,114.0100211,8.23646591,126.6717437
2/11/2024,2024-02-11 12:00:17.864106+00:00,TRUE,FALSE,43466,43466 - COLOMBO,2024-02-11 12:00:00+00:00,Panchali,Sampath,5,,80000,0,7.8,,5.386847198,38.91952314,4.476912281,37.0921861,6.356925394,52.85071041,6.948656557,65.7042542,6.666377011,80.68169334,8.570254724,94.43573487,,,,,,,,,,
